,datetime,Temperature,Breaks,P_pan,P_viv,P_car,P_des,P_exp,P_imp,P_elec,P_comp,P_pur,P_pila,SOC,pres_buf,pres_comp,pres_pila,P_car_pila,s_elec,s_comp,s_pila,h2_total,h2_flow,h2_elec,h2b_nl,h2t_nl,h2_flow_pila
20,2024-03-27 11:36:07,13.1,,4990.0,480.0,395.9029684017271,0,1217.5552051682857,30.379877639005677,909.0,0.0,50.0,0,94,28.1,84.6,-1,-1,1,0,0,215984.8734888888,138.725,0.1926736111111111,2623.6986333251743,685.5329340084502,0
21,2024-03-27 11:36:12,13.1,,4910.0,481.0,405.9682064910539,0,1345.0664828494027,30.891695090790137,900.0,0.0,50.0,0,94,28.1,84.6,-1,-1,1,0,0,215985.06633611105,138.85,0.1928472222222222,2623.6986333251743,685.5329340084502,0
22,2024-03-27 11:36:17,13.1,,4786.8,510.0,398.09618564825706,0,1235.8340014575567,30.3025766190906,893.0,0.0,50.0,0,94,28.1,84.6,-1,-1,1,0,0,215985.25955833326,139.12,0.19322222222222224,2623.6986333251743,685.5329340084502,0
23,2024-03-27 11:36:23,13.1,,5120.0,493.0,386.20703443128446,0,1101.9198983747262,29.884510026833432,917.0,0.0,50.0,0,94,28.1,84.6,-1,-1,1,0,0,215985.4537777777,139.838,0.19421944444444444,2623.6986333251743,685.5329340084502,0
24,2024-03-27 11:36:28,13.1,,4970.0,503.0,737.19703816615,0,2761.5323712522486,14.141068877539553,897.0,0.0,50.0,0,94,28.1,84.6,-1,-1,1,0,0,215985.6478013888,139.697,0.1940236111111111,2623.6986333251743,685.5329340084502,0
25,2024-03-27 11:36:33,13.1,,5032.5,492.0,746.7801952199003,0,2878.1913076978312,14.552099941081922,909.0,0.0,50.0,0,94,28.1,84.6,-1,-1,1,0,0,215985.84217083326,139.946,0.19436944444444443,2623.6986333251743,685.5329340084502,0
26,2024-03-27 11:36:38,13.1,,4990.0,460.0,743.167622940876,0,2795.9861335078876,14.141195953393407,919.0,0.0,50.0,0,94,28.1,84.6,-1,-1,1,0,0,215986.03672638882,140.08,0.19455555555555556,2623.6986333251743,685.5329340084502,0
27,2024-03-27 11:36:43,13.1,,5110.0,519.0,722.6528686552654,0,2626.3210375727094,13.768132367094108,900.0,0.0,50.0,0,94,28.1,84.6,-1,-1,1,0,0,215986.23138611103,140.155,0.19465972222222222,2623.6986333251743,685.5329340084502,0
28,2024-03-27 11:36:48,13.1,,4780.0,415.0,750.6634060572679,0,3006.7718420120405,15.23883730569699,915.0,0.0,50.0,0,94,28.1,84.6,-1,-1,1,0,0,215986.42647638882,140.465,0.19509027777777777,2623.6986333251743,685.5329340084502,0
29,2024-03-27 11:36:53,13.1,,4950.0,457.0,740.7632561864446,0,2842.4031775407857,14.551159190755683,663.3069430394371,0.0,50.0,0,94,28.1,84.6,-1,-1,1,0,0,215986.62195555549,140.745,0.19547916666666668,2623.6986333251743,685.5329340084502,0
30,2024-03-27 11:36:58,13.1,,5030.0,438.0,746.6866403465929,0,2916.06250669433,14.806662376104109,666.4661731400536,0.0,50.0,0,94,28.1,84.6,-1,-1,1,0,0,215986.81757083326,140.843,0.19561527777777776,2623.6986333251743,685.5329340084502,0
31,2024-03-27 11:37:03,13.1,,5140.0,456.0,750.9051383082008,0,2890.3535134560498,14.470476721270316,669.6255480001137,0.0,50.0,0,94,28.1,84.6,-1,-1,1,0,0,215987.01339861104,140.996,0.1958277777777778,2623.6986333251743,685.5329340084502,0
32,2024-03-27 11:37:08,13.1,,5100.0,456.0,745.6635914397359,0,2982.7081561017158,15.283625384891838,672.7768525211843,0.0,50.0,0,94,28.1,84.6,-1,-1,1,0,0,215987.20940277772,141.123,0.19600416666666665,2623.6986333251743,685.5329340084502,0
33,2024-03-27 11:37:13,13.1,,5080.0,446.0,750.8632762458927,0,2702.48381537013,13.202836079568922,675.9162143881447,0.0,50.0,0,94,28.1,84.6,-1,-1,1,0,0,215987.40557083327,141.241,0.19616805555555558,2623.6986333251743,685.5329340084502,0
34,2024-03-27 11:37:18,13.1,,4940.0,445.0,755.3527382873237,0,2867.3599291229116,14.145475848700837,679.0556124449661,0.0,50.0,0,94,28.1,84.6,-1,-1,1,0,0,215987.6019027777,141.359,0.19633194444444446,2623.6986333251743,685.5329340084502,0
35,2024-03-27 11:37:23,13.1,,4970.0,451.0,767.1862904355387,0,2973.671599723936,14.382183315823738,682.1951190713703,0.0,50.0,0,94,28.1,84.6,-1,-1,1,0,0,215987.7992930555,142.121,0.1973902777777778,2623.6986333251743,685.5329340084502,0
